"Date Time","Intersection Street One","Intersection Street Two","Address Street Number","Address Street Name","Number of Motorists","Number of Cyclists","Number of Pedestrians","Number of Injured Individuals","Hospitalizations (estimated)","Neighborhood (estimated)"
"2017 Dec 12 08:55:00 PM","SIXTH ST","THORNDIKE ST",,,"2","0","0","0","1","East Cambridge"
"2017 Dec 12 07:45:00 PM","MASSACHUSETTS AVENUE","DANA STREET",,,"1","0","1","0","0","Riverside"
"2017 Dec 12 06:03:00 PM","THIRD STREET","SPRING STREET",,,"2","0","0","0","1","East Cambridge"
"2017 Dec 12 10:15:00 AM","GARDEN ST","MASON ST",,,"2","0","0","0","0","West Cambridge"
"2017 Dec 11 03:42:00 PM",,,,"BROOKLINE STREET","2","0","0","0","0",
"2017 Dec 11 02:36:00 PM",,,"9","LINDEN STREET","0","0","0","0","0","Riverside"
"2017 Dec 11 02:04:00 PM","HAMPSHIRE STREET","PROSPECT STREET",,,"2","0","0","0","1","The Port"
"2017 Dec 11 11:45:00 AM","BROADWAY","PRESCOTT","475","BROADWAY","2","0","0","0","0","East Cambridge"
"2017 Dec 10 08:07:00 AM",,,"93","BISHOP ALLEN DRIVE","2","0","0","0","2","The Port"
"2017 Dec 09 08:40:00 PM","APPLETON","HURON",,,"1","0","0","0","0",
"2017 Dec 09 08:36:00 PM",,,"190","MASS AVE","2","0","0","0","0","Cambridgeport"
"2017 Dec 09 08:25:00 PM",,,"1975","MASSACHUSETTS AVENUE","1","0","0","0","0","North Cambridge"
"2017 Dec 09 04:57:00 PM","WALDEN","MASSACHUSETTS AVE",,,"1","0","0","0","0","North Cambridge"
"2017 Dec 09 02:14:00 PM",,,"241","PROSPECT ST","1","0","0","0","1","Mid-Cambridge"
"2017 Dec 09 12:29:00 PM","RIVER ST","AUBURN ST","204","AUBURN ST","1","0","0","0","0","Cambridgeport"
"2017 Dec 09 12:28:00 PM","CAMBRIDGE STREET","QUINCY STREET",,,"2","0","0","0","0","Mid-Cambridge"
"2017 Dec 08 03:45:00 PM",,,,"CAMBRIDGE STREET","2","0","0","0","0",
"2017 Dec 08 12:55:00 PM","237 FRANKLIN ST","PEARL ST",,,"0","0","0","0","0","Cambridgeport"
"2017 Dec 07 07:09:00 PM","GLENWOOD","PEARL",,,"0","0","0","0","0",
"2017 Dec 07 04:25:00 PM","MT AUBURN STREET","ABERDEEN AVENUE",,,"2","0","0","0","0","West Cambridge"
"2017 Dec 07 02:41:00 PM","HAMPSHIRE STREET","INMAN STREET",,,"2","0","0","0","0","Mid-Cambridge"
"2017 Dec 07 08:20:00 AM","CAMBRIDGE ST","FULKERSON ST",,,"2","0","0","0","0","East Cambridge"
"2017 Dec 06 07:38:00 PM",,,"329","BROADWAY","1","1","0","0","0","Mid-Cambridge"
"2017 Dec 06 06:20:00 PM",,,"0","KENNEDY RD.","1","0","0","0","0","West Cambridge"
"2017 Dec 06 01:58:00 PM",,,"187","ALEWIFE PKWY","2","0","0","0","0",
"2017 Dec 06 09:58:00 AM","BOW STREET","ARROW STREET",,,"2","0","0","0","0","Riverside"
"2017 Dec 06 07:10:00 AM",,,,"BROADWAY STREET","2","0","0","0","0",
"2017 Dec 05 04:20:00 PM","OSBORN ST","MAIN ST",,,"0","0","1","0","1","The Port"
"2017 Dec 05 12:46:00 PM","MASSACHUSETTS AVENUE","BAY STREET",,,"2","0","0","0","0","Riverside"
"2017 Dec 05 11:10:00 AM",,,"27","ASH STREET","0","0","0","0","0","West Cambridge"
"2017 Dec 05 09:30:00 AM",,,"93","KIRKLAND STREET","0","0","0","0","0","Baldwin"
"2017 Dec 04 08:31:00 PM","BROADWAY STREET","ELLERY STREET",,,"3","0","0","0","0","Mid-Cambridge"
"2017 Dec 04 10:03:00 AM","HURON AVE","CONCORD AVE",,,"2","0","0","0","0","Neighborhood Nine"
"2017 Dec 04 09:38:00 AM","NORFOLK ST","MASSACHUSETTS AVE",,,"2","0","0","0","0","The Port"
"2017 Dec 03 01:34:00 PM","MASS AVE","TEMPLE STREET",,,"1","0","1","0","0","Riverside"
"2017 Dec 03 11:23:00 AM",,,"29","SHEPARD ST","0","0","0","0","0","Neighborhood Nine"
"2017 Dec 02 02:30:00 PM",,,,"MAGAZINE ST","0","0","0","0","0",
"2017 Dec 02 01:31:00 PM",,,"22","SEAGRAVE RD","0","0","0","0","0","North Cambridge"
"2017 Dec 02 01:00:00 PM",,,"9","WASHINGTON AVE","0","0","0","0","0","Neighborhood Nine"
"2017 Dec 02 12:30:00 PM",,,"1900","PORTER SQ. MALL","1","0","0","0","0",
"2017 Dec 02 07:58:00 AM",,,,"NORFOLK ST","1","0","0","0","0",
"2017 Dec 02 01:53:00 AM","BATTLE ST","ELIOT ST",,,"1","0","1","0","0",
"2017 Dec 01 02:15:00 PM",,,"211","COLUMBIA ST","0","0","0","0","0","The Port"
"2017 Dec 01 12:40:00 PM",,,"293","CAMBRIDGE STREET","0","0","0","0","0","Wellington-Harrington"
"2017 Nov 30 08:07:00 PM",,,"150","ERIE","1","0","0","0","0",
"2017 Nov 30 08:00:00 PM",,,"23","FLORENCE STREET","1","0","0","0","0","Cambridgeport"
"2017 Nov 30 06:31:00 PM","BROADWAY","FELTON ST",,,"2","0","0","0","0","Mid-Cambridge"
"2017 Nov 30 06:03:00 PM","RINDGE AVENUE","SHERMAN STREET",,,"1","0","1","0","0","North Cambridge"
"2017 Nov 30 05:01:00 PM",,,,"CARDINAL MEDEIROS","1","0","1","0","1",
"2017 Nov 30 04:44:00 PM","BRATTLE ST.","FAYERWEATHER ST.",,,"1","0","0","0","0",
"2017 Nov 30 12:41:00 PM","ALEWIFE BROOK PARKWAY (LOT)",,,,"2","0","0","0","0",
"2017 Nov 30 01:01:00 AM",,,"171","AUBURN ST","1","0","0","0","0","Cambridgeport"
"2017 Nov 30 01:00:00 AM","MAGAZINE STREET","AUBURN STREET",,,"1","0","0","0","0","Cambridgeport"
"2017 Nov 29 10:54:00 AM",,,"110A","INMAN ST","1","0","0","0","0","Mid-Cambridge"
"2017 Nov 28 06:15:00 PM",,,,"HIGHLAND STREET","2","0","0","0","0",
"2017 Nov 28 06:15:00 PM",,,"61","PINE ST","0","0","0","0","0","The Port"
"2017 Nov 28 04:55:00 PM",,,"275","RIVER ST","1","0","0","0","0","Riverside"
"2017 Nov 28 03:00:00 PM",,,"699","MOUNT AUBURN","0","0","1","0","1",
"2017 Nov 28 01:25:00 PM","GARDEN STREET","WALDEN STREET",,,"3","0","0","0","1","Neighborhood Nine"
"2017 Nov 28 12:55:00 PM","AVON HILL STREET","LINNAEAN STREET",,,"1","0","1","0","0","Neighborhood Nine"
"2017 Nov 28 06:46:00 AM",,,"1","HUBBARD + RICHDALE AVENUES","0","0","0","0","0",
"2017 Nov 27 08:24:00 PM",,,"75","CAMBRIDGE PARKWAY","0","0","0","0","0","East Cambridge"
"2017 Nov 27 08:16:00 PM","FULKERSON STREET","THORNDIKE",,,"1","0","0","0","0","East Cambridge"
"2017 Nov 27 07:35:00 PM",,,"77","MASSACHUSETTS AVE","2","0","0","0","0","Area 2/MIT"
"2017 Nov 27 06:41:00 PM","THIRD STREET","SPRING STREET",,,"2","0","0","0","0","East Cambridge"
"2017 Nov 26 08:41:00 PM","HAMPSHIRE","COLUMBIA",,,"2","0","0","0","0",
"2017 Nov 26 02:50:00 PM","RAYMOND ST","SHERIDAN ST",,,"2","0","0","0","0","Neighborhood Nine"
"2017 Nov 26 11:54:00 AM",,,"20","EIGHTH ST","2","0","0","0","0","East Cambridge"
"2017 Nov 26 12:40:00 AM",,,"1695","MASSACHUSETTS AVENUE","2","0","0","0","0","Baldwin"
"2017 Nov 25 05:58:00 PM",,,"160","CAMBRIDGE PARK DR.","0","0","0","0","0","North Cambridge"
"2017 Nov 23 09:13:00 PM",,,"60","GARDEN STREET","1","0","0","0","0","Neighborhood Nine"
"2017 Nov 23 12:48:00 AM","MAIN","PORTLAND",,,"2","0","0","0","1",
"2017 Nov 22 09:29:00 PM","BROADWAY",,,,"1","0","0","0","0",
"2017 Nov 22 06:17:00 PM",,,"589","MASSACHUSETTS AVE","1","1","0","0","0","The Port"
"2017 Nov 22 04:00:00 PM","WHEELER ST.",,,"WHEELER ST","0","0","0","0","0",
"2017 Nov 22 03:57:00 PM",,,"703","MOUNT AUBURN STREET","1","0","0","0","0","West Cambridge"
"2017 Nov 22 12:02:00 PM",,,"655","CONCORD AV","2","0","0","0","0","Cambridge Highlands"
"2017 Nov 22 08:23:00 AM",,,"29","RESERVOIR STREET","2","0","0","0","0","West Cambridge"
"2017 Nov 21 11:10:00 PM",,,,"ELIOT STREET","0","0","0","0","0",
"2017 Nov 21 11:17:00 AM","MASSACHUSETTS AVENUE","WINDSOR STREET",,,"2","0","0","0","0","The Port"
"2017 Nov 21 12:46:00 AM","MASSACHUSETTS AVENUE","SIDNEY STREET",,,"2","0","0","0","0","The Port"
"2017 Nov 20 07:15:00 PM",,,,"BROADWAY STREET","1","0","0","0","0",
"2017 Nov 20 02:46:00 PM",,,"468","BROADWAY STREET","2","0","0","0","0",
"2017 Nov 20 12:21:00 PM","CONCORD AVE","MADISON ST",,,"2","0","0","0","0","Neighborhood Nine"
"2017 Nov 20 12:01:00 PM","MOUNT AUBURN STREET","HOMER AVE",,,"2","0","0","0","0","West Cambridge"
"2017 Nov 20 11:31:00 AM","SECOND STREET","BENT STREET",,,"2","0","0","0","0","East Cambridge"
"2017 Nov 20 08:46:00 AM","THORNDIKE STREET","7TH STREET",,,"0","0","0","0","0",
"2017 Nov 20 07:00:00 AM",,,"427","CARDINAL MEDEIROS","1","0","0","0","0","Wellington-Harrington"
"2017 Nov 19 03:35:00 PM",,,"177","MAGAZINE STREET","2","0","0","0","0","Cambridgeport"
"2017 Nov 19 03:30:00 PM",,,"11","HAWTHORN ST","1","0","0","0","0","West Cambridge"
"2017 Nov 19 01:30:00 PM",,,,"MASS. AVE","2","0","0","0","1",
"2017 Nov 19 02:09:00 AM",,,"56","GARDEN ST","1","0","0","0","0","Neighborhood Nine"
"2017 Nov 18 10:41:00 PM",,,"564","MASSACHUSETTS AVE","1","0","0","0","0","Cambridgeport"
"2017 Nov 18 10:20:00 PM",,,"344","BROADWAY ST","2","0","0","0","1",
"2017 Nov 18 08:53:00 PM","HAMPSHIRE","ELM",,,"1","0","2","0","2",
"2017 Nov 18 08:37:00 PM",,,,"BROADWAY =","1","0","0","0","0",
"2017 Nov 18 06:12:00 PM","J. F. K. STREET  AT ELIOT STREET",,,,"2","0","0","0","0",
"2017 Nov 18 12:45:00 PM",,,"70","AMHERST ST","0","0","0","0","0","Area 2/MIT"
"2017 Nov 18 12:07:00 PM","MAGAZINE STREET","AUBURN STREET",,,"2","0","0","0","0","Cambridgeport"
"2017 Nov 18 08:52:00 AM",,,"427","CARDINAL MEDEIROS AVE","0","0","0","0","0","Wellington-Harrington"
"2017 Nov 17 06:45:00 PM","AMES STREET","MEMORIAL DRIVE",,,"1","1","0","0","0","Area 2/MIT"
"2017 Nov 17 05:25:00 PM","GARDEN ST","MASON",,,"1","0","0","0","0","West Cambridge"
"2017 Nov 17 04:48:00 PM","SIDNEY ST","PACIFIC ST",,,"1","0","0","0","0","Cambridgeport"
"2017 Nov 17 09:14:00 AM","NORFOLK ST.","WASHINGTON ST.",,,"2","0","0","0","0","The Port"
"2017 Nov 17 08:47:00 AM","MASS AVE","BROOKLINE STREET","512","MASS AVE","2","0","0","0","0","Cambridgeport"
"2017 Nov 17 08:30:00 AM",,,"63","OXFORD STREET","1","0","0","0","0","Baldwin"
"2017 Nov 17 08:30:00 AM","GREEN ST","HANCOCK ST",,,"0","0","0","0","0","Riverside"
"2017 Nov 17 07:42:00 AM",,,,"PLEASANT STREET","1","0","0","0","0",
"2017 Nov 16 08:25:00 PM","ONE ROGERS ST",,"ONE","ROGERS ST","0","0","0","0","0",
"2017 Nov 16 05:47:00 PM","ELLERY STREET","MASSACHUSETTS AVENUE",,,"2","0","0","0","0","Mid-Cambridge"
"2017 Nov 16 02:01:00 PM","HARVARD ST","DANA ST",,,"1","1","0","0","0","Mid-Cambridge"
"2017 Nov 16 10:47:00 AM","BINNEY ST.","GALILEO WAY",,,"2","0","0","0","0","East Cambridge"
"2017 Nov 15 06:52:00 PM",,,"77","MASSACHUSETTS AVE.","2","0","0","0","0","Area 2/MIT"
"2017 Nov 15 03:15:00 PM",,,"45","MATIGNON RD","1","0","0","0","0","North Cambridge"
"2017 Nov 15 02:09:00 PM",,,,"STAPLES PARKING LOT","2","0","0","0","0",
"2017 Nov 15 01:27:00 PM","GARDEN ST","MASSACHUSETTS AVE",,,"0","1","0","0","0","Neighborhood Nine"
"2017 Nov 15 11:23:00 AM","WESTERN AVE","HOWARD ST",,,"2","0","0","0","0","Riverside"
"2017 Nov 14 08:49:00 PM",,,"877","CAMBRIDGE ST","2","0","0","0","0","Wellington-Harrington"
"2017 Nov 14 05:37:00 PM","MOUNT AUBURN ST","DE WOLF STREET","40","MOUNT AUBURN STREET","2","0","0","0","0","West Cambridge"
"2017 Nov 14 03:50:00 PM","WINDSOR STREET","MASSACHUSETTS AVENUE",,,"2","0","0","0","0","The Port"
"2017 Nov 14 02:50:00 PM","MASSACHUSETTS AVE.","GARFIELD ST.",,,"1","0","1","0","1","Neighborhood Nine"
"2017 Nov 14 01:13:00 PM","MASSACHUSETTS AV","HANCOCK ST",,,"0","0","0","0","0","Riverside"
"2017 Nov 14 11:20:00 AM",,,"198","ALLSTON STREET","1","0","0","0","0","Cambridgeport"
"2017 Nov 14 10:13:00 AM","MOUNT AUBURN STREET","CHANNING STREET",,,"2","0","0","0","0","West Cambridge"
"2017 Nov 13 07:17:00 PM",,,"1160","MASS AVE","1","0","0","0","0","Riverside"
"2017 Nov 13 04:22:00 PM",,,"6","CLARY STREET","0","0","0","0","0","Wellington-Harrington"
"2017 Nov 13 03:23:00 PM","49 WHITE STREET",,"49","WHITE STREET","0","0","0","0","0","North Cambridge"
"2017 Nov 13 01:06:00 PM",,,"62","PROSPECT ST","2","0","0","0","0","The Port"
"2017 Nov 13 09:13:00 AM","MASS AVE","RIVER ST",,,"2","0","0","0","0","North Cambridge"
"2017 Nov 12 10:50:00 PM",,,"2055","MASS AVE","2","0","0","0","0","North Cambridge"
"2017 Nov 12 04:21:00 PM",,,"57","MAGAZINE STREET","1","0","0","0","0","Cambridgeport"
"2017 Nov 11 10:00:00 PM","GARDEN ST","BOND ST",,,"0","1","0","0","0","Neighborhood Nine"
"2017 Nov 11 12:50:00 PM","FULKERSON ST","BENT ST",,,"1","0","0","0","0","East Cambridge"
"2017 Nov 10 02:33:00 PM",,,,"LAZ PARKING","1","0","0","0","0",
"2017 Nov 10 01:59:00 PM","MASSACHUSETTS AVENUE","CAMBRIDGE STREET",,,"0","1","0","0","0","Neighborhood Nine"
"2017 Nov 09 04:51:00 PM",,,"395","BINNEY ST. (GARAGE)","0","0","0","0","0","East Cambridge"
"2017 Nov 09 02:23:00 PM",,,,"MT. AUBURN STREET","2","0","0","0","0",
"2017 Nov 09 12:09:00 PM",,,"215","ALEWIFE BROOK PARKWAY","0","0","0","0","0","Cambridge Highlands"
"2017 Nov 08 07:49:00 PM",,,"1500","MASS. AVE","2","0","0","0","1","Neighborhood Nine"
"2017 Nov 08 04:56:00 PM",,,"32","VASSAR STREET","1","0","1","0","1","Area 2/MIT"
"2017 Nov 08 11:37:00 AM",,,"31","PLYMOUTH ST","0","0","0","0","0","Wellington-Harrington"
"2017 Nov 08 11:36:00 AM",,,"85","BISHOP ALLEN DRIVE","2","0","0","0","2","The Port"
"2017 Nov 08 02:34:00 AM",,,"1500","MASS. AVE.","0","0","0","0","0","Neighborhood Nine"
"2017 Nov 08 01:00:00 AM","ELLIOT","BENNETT",,,"2","0","0","0","0",
"2017 Nov 07 10:41:00 PM",,,,"QUINCY STREET","1","0","1","0","1",
"2017 Nov 07 08:34:00 PM",,,"00000","CAMBRIDGE STREET","1","0","0","0","0","Wellington-Harrington"
"2017 Nov 07 01:40:00 PM","GORE ST","LAMBERT ST",,,"2","0","0","0","0","East Cambridge"
"2017 Nov 07 08:43:00 AM",,,"1280","MASS AVE","1","0","0","0","0","Riverside"
"2017 Nov 06 06:18:00 PM",,,,"WALDEN STREET","2","0","0","0","0",
"2017 Nov 06 03:54:00 PM","BROADWAY","TROWBRIDGE ST",,,"2","0","0","0","0","Mid-Cambridge"
"2017 Nov 06 12:48:00 PM","MASS AVE","CLARENDON AVE",,,"2","0","0","0","0","North Cambridge"
"2017 Nov 06 06:25:00 AM","FULKERSON ST","BENT ST",,,"1","0","0","0","0","East Cambridge"
"2017 Nov 05 02:35:00 PM",,,"1796","MASSACHUSETTS AVENUE","1","0","1","0","0","Neighborhood Nine"
"2017 Nov 05 12:59:00 PM","ALLSTON ST.","GROVE ST.",,,"1","0","0","0","0",
"2017 Nov 05 02:47:00 AM",,,"1010","MASSACHUSETTS AVENUE","0","0","0","0","0","Riverside"
"2017 Nov 03 02:24:00 PM",,,"175","BRATTLE STREET","1","0","0","0","1","West Cambridge"
"2017 Nov 03 11:32:00 AM","GARDEN ST","MASSACHUSETTS AV",,,"1","0","0","0","0","Neighborhood Nine"
"2017 Nov 03 10:30:00 AM",,,"1","GARDEN ST","2","0","0","0","0","West Cambridge"
"2017 Nov 03 12:11:00 AM","MASS AVE","CHAUNCY STREET",,,"2","0","0","0","1","West Cambridge"
"2017 Nov 02 08:30:00 PM",,,"812","MEMORIAL DR","1","0","0","0","0","Cambridgeport"
"2017 Nov 01 05:16:00 PM","VASSAL LANE","ALPINE STREET",,,"2","0","0","0","0","West Cambridge"
"2017 Nov 01 04:52:00 PM",,,"0","GARDEN STREET","2","0","0","0","0","West Cambridge"
"2017 Nov 01 02:33:00 PM","RC KELLEY STREET","DONNELL STREET",,,"1","0","0","0","0","Neighborhood Nine"
"2017 Nov 01 11:15:00 AM","CAMBRIDGE STREET","QUINCY STREET",,,"1","1","0","0","0","Mid-Cambridge"
"2017 Oct 31 07:55:00 PM",,,,"MASSACHUSETTS AVE","1","1","0","0","0",
"2017 Oct 31 06:35:00 PM","MASS AVE","MELLEN STREET",,,"1","1","0","0","1","Mid-Cambridge"
"2017 Oct 31 05:44:00 PM","ROCKWELL ST","PLEASANT ST",,,"2","0","0","0","0","Cambridgeport"
"2017 Oct 31 01:18:00 PM",,,"1334","CAMBRIDGE ST","2","0","0","0","0","Wellington-Harrington"
"2017 Oct 31 08:10:00 AM",,,"380","CAMBRIDGE ST","1","0","1","0","1","East Cambridge"
"2017 Oct 31 06:14:00 AM","HEWS","WESTERN AVE",,,"0","0","0","0","0",
"2017 Oct 30 03:52:00 PM","THORNDIKE ST.","FIFTH ST.",,,"2","0","0","0","0","East Cambridge"
"2017 Oct 30 03:10:00 PM",,,"50","BROADWAY","3","0","0","0","1","Area 2/MIT"
"2017 Oct 30 02:24:00 AM","BRATTLE STREET","JFK STREET",,,"1","0","0","0","0",
"2017 Oct 29 09:52:00 PM","MASS AVE","BROOKLINE ST",,"MASS AVE","2","0","0","0","0","Cambridgeport"
"2017 Oct 29 03:30:00 PM","BISHOP ALLEN DRIVE","COLUMBIA STREET",,,"0","0","0","0","0","The Port"
"2017 Oct 29 10:35:00 AM",,,"125","BRATTLE STREET","2","0","0","0","0","West Cambridge"
"2017 Oct 29 08:00:00 AM","40 LAND BLVD",,"40","LAND BLVD","0","0","0","0","0","East Cambridge"
"2017 Oct 29 12:52:00 AM","MASSACHUSETTS AVENUE","GARDEN STREET",,"MASSACHUSETTS AVENUE","2","0","0","0","0","Neighborhood Nine"
"2017 Oct 28 11:38:00 PM",,,"OPP52","SCIARAPPA STREET","0","0","0","0","0",
"2017 Oct 28 11:14:00 PM",,,"85","TREMONT ST","1","0","0","0","0","Wellington-Harrington"
"2017 Oct 28 08:51:00 PM",,,"2561","MASSACHUSETTS AVE","1","0","0","0","0","North Cambridge"
"2017 Oct 28 01:59:00 AM",,,"1310","MASS AVE","2","0","0","0","0","Cambridgeport"
"2017 Oct 27 10:05:00 PM",,,"22","CENTRE STREET","1","0","0","0","0","Mid-Cambridge"
"2017 Oct 27 07:41:00 PM",,,"107","WALKER ST","0","0","0","0","0","Neighborhood Nine"
"2017 Oct 27 05:00:00 PM","HAMPSHIRE STREET","TREMONT STREET",,,"2","0","0","0","0","The Port"
"2017 Oct 27 04:00:00 PM","PORTLAND STREET","HARVARD STREET",,,"1","1","0","0","0","The Port"
"2017 Oct 27 01:47:00 PM",,,"77","MASS AVE","1","0","0","0","0","Area 2/MIT"
"2017 Oct 27 12:20:00 PM","ALEWIFE BROOK PARKWAY",,"222","ALEWIFE BROOK PARKWAY","0","0","0","0","0","Cambridge Highlands"
"2017 Oct 27 11:59:00 AM",,,,"BISHOP ALLEN DRIVE","0","0","0","0","0",
"2017 Oct 27 11:56:00 AM","DANA STREET","BROADWAY",,,"2","0","0","0","0","Mid-Cambridge"
"2017 Oct 27 11:43:00 AM","AMES STREET","MEMORIAL DRIVE",,,"1","1","0","0","1","Area 2/MIT"
"2017 Oct 27 11:14:00 AM",,,"679","CONCORD AVE","1","0","0","0","0","Cambridge Highlands"
"2017 Oct 27 10:19:00 AM","CAMBRIDGE STREET","CARDINAL MEDERIOS AVE",,,"1","0","0","0","0","Wellington-Harrington"
"2017 Oct 26 06:33:00 PM","MAIN STREET","COLUMBIA STREET",,,"0","1","0","0","0","The Port"
"2017 Oct 26 05:53:00 PM",,,"5","WESTERN AVE","1","1","0","0","0","Riverside"
"2017 Oct 26 04:41:00 PM",,,"19","WHITE STREET","0","0","0","0","0","North Cambridge"
"2017 Oct 26 04:28:00 PM","SPRING","3RD",,,"2","0","0","0","0",
"2017 Oct 26 02:05:00 PM","ACACIA STREET","HAWTHORNE STREET",,,"1","0","0","0","0","West Cambridge"
"2017 Oct 26 02:03:00 PM","MASS AVE","HASKELL STREET",,,"1","0","0","0","0","North Cambridge"
"2017 Oct 26 12:46:00 PM","CAMBRIDGE STREET","HOVEY AVE",,,"2","0","0","0","0","Mid-Cambridge"
"2017 Oct 25 09:49:00 PM",,,,"HAMPSHIRE STREET","2","0","0","0","0",
"2017 Oct 25 05:38:00 PM","GARDEN STREET","BOND STREET",,,"2","0","0","0","1","Neighborhood Nine"
"2017 Oct 25 03:47:00 PM",,,"64","PEARL ST","1","0","0","0","0","Cambridgeport"
"2017 Oct 25 03:30:00 PM","BRATTLE ST.","LOWELL ST.",,,"2","0","0","0","2","West Cambridge"
"2017 Oct 25 01:47:00 PM",,,"389","BINNEY ST","0","0","0","0","0","Wellington-Harrington"
"2017 Oct 25 11:25:00 AM",,,"60","VASSAR ST","2","0","0","0","1","Area 2/MIT"
"2017 Oct 25 09:16:00 AM","PORTLAND ST","MAIN STREET",,,"1","0","1","0","1","The Port"
"2017 Oct 24 06:29:00 PM",,,"34","ABERDEEN AVE","1","0","0","0","0","West Cambridge"
"2017 Oct 24 11:12:00 AM","GALILEO","MAIN ST.",,,"1","0","0","0","0",
"2017 Oct 24 09:46:00 AM","CHANNING STREET","MT. AUBURN STREET",,,"2","0","0","0","0","West Cambridge"
"2017 Oct 24 09:12:00 AM","BRATTLE ST","MASON ST",,,"2","0","0","0","0","West Cambridge"
"2017 Oct 24 07:02:00 AM","WINDSOR STREET","MAIN STREET",,,"1","0","1","0","1","The Port"
"2017 Oct 23 07:57:00 PM",,,,"BROADWAY STREET","2","0","0","0","1",
"2017 Oct 23 05:43:00 PM",,,"580","MT AUBURN STREET","2","0","0","0","1","West Cambridge"
"2017 Oct 22 04:07:00 PM","PLEASANT STREET","GREEN STREET",,,"2","0","0","0","1","Riverside"
"2017 Oct 22 02:49:00 PM",,,,"MASS AVE","2","0","0","0","0",
"2017 Oct 22 02:47:00 PM",,,"105","BRATTLE ST","2","0","0","0","0","West Cambridge"
"2017 Oct 22 02:20:00 AM","CAMBRIDGE STREET","PRESCOTT STREET",,,"1","1","0","0","1","Mid-Cambridge"
"2017 Oct 22 02:00:00 AM",,,"10","ELIOT STREET","2","0","0","0","0","West Cambridge"
"2017 Oct 21 04:35:00 PM",,,"1001","CAMBRIDGE STREET","2","0","0","0","0","Wellington-Harrington"
"2017 Oct 21 01:38:00 PM","WATERHOUSE ST","CONCORD AVE",,,"2","0","0","0","0","Neighborhood Nine"
"2017 Oct 21 01:34:00 PM","MAGAZINE STREET","FAIRMONT STREET",,,"1","0","0","0","0","Cambridgeport"
"2017 Oct 21 01:26:00 PM",,,,"BINNEY ST NEAR SIXTH ST","2","0","0","0","0",
"2017 Oct 21 12:47:00 PM",,,"127","HARVEY ST","0","0","0","0","0","North Cambridge"
"2017 Oct 21 10:24:00 AM",,,"86","RICE ST","0","0","0","0","0","North Cambridge"
"2017 Oct 21 05:57:00 AM",,,"134","TREMONT STREET","1","0","0","0","0","Wellington-Harrington"
"2017 Oct 21 03:03:00 AM",,,,"FRESH POND PARKWAY","1","0","0","0","1",
"2017 Oct 20 06:52:00 PM","J.F.K. STREET","ELIOT STREET",,,"2","0","0","0","0","West Cambridge"
"2017 Oct 20 05:15:00 PM","SPARKS STREET","BRATTLE STREET",,,"2","0","0","0","0","West Cambridge"
"2017 Oct 20 05:11:00 PM",,,"183","PEARL STREET","0","0","0","0","0","Cambridgeport"
"2017 Oct 20 04:30:00 PM","GREEN STREET","HANCOCK STREET",,,"0","0","0","0","0","Riverside"
"2017 Oct 19 09:08:00 PM",,,"1","WHITE STREET","0","0","0","0","0","North Cambridge"
"2017 Oct 19 04:45:00 PM","CHESTNUT ST","PEARL ST",,,"2","0","0","0","1","Cambridgeport"
"2017 Oct 19 04:29:00 PM",,,"198","ALEWIFE BROOK PKWY","0","0","0","0","0","Cambridge Highlands"
"2017 Oct 19 03:52:00 PM","MAGAZINE STREET","CHESTNUT STREET",,,"2","0","0","0","0","Cambridgeport"
"2017 Oct 19 03:08:00 PM","PROSPECT ST","BISHOP ALLEN DR",,,"1","1","0","0","1","Mid-Cambridge"
"2017 Oct 19 01:30:00 PM","CAMBRIDGE ST","ELLERY ST",,,"0","1","0","0","1","Mid-Cambridge"
"2017 Oct 19 12:25:00 PM","PEARL ST","PERRY ST",,,"0","0","0","0","0","Cambridgeport"
"2017 Oct 19 11:53:00 AM","OXFORD STREET","BLAKE STREET",,,"0","0","0","0","0",
"2017 Oct 19 11:00:00 AM","PERRY ST","MAGAZINE ST",,,"0","0","0","0","0","Cambridgeport"
"2017 Oct 18 04:26:00 PM","MADISONAVENUE","WHITTERMORE AVENUE",,,"1","0","0","0","0","North Cambridge"
"2017 Oct 18 01:45:00 PM","BRATTLE STREET","SPARKS STREET",,,"2","0","0","0","0","West Cambridge"
"2017 Oct 17 09:45:00 PM",,,"62","PORTER RD","1","0","0","0","0","North Cambridge"
"2017 Oct 17 08:36:00 PM",,,"2154","MASS AVE","2","0","0","0","0","North Cambridge"
"2017 Oct 17 01:04:00 PM",,,,"PARKING GARAGE 1 PORTER SQ","0","0","0","0","0",
"2017 Oct 17 08:53:00 AM","RIVER ST","FRANKLIN ST",,,"2","0","0","0","0","Riverside"
"2017 Oct 16 12:13:00 PM","MASSACHUSETTS AVE.","CHAUNCY ST.",,"MASSACHUSETTS AVE.","1","1","0","0","1","West Cambridge"
"2017 Oct 16 11:45:00 AM",,,,"CROSS ST","1","0","0","0","0",
"2017 Oct 16 09:30:00 AM",,,,"HAMPSHIRE ST","0","1","0","0","0",
"2017 Oct 16 09:00:00 AM","MASSACHUSETTS AVE","EVERETT ST.",,,"1","1","0","0","0",
"2017 Oct 16 09:00:00 AM","RIVER ST","KINNAIRD ST",,,"2","0","0","0","0","Riverside"
"2017 Oct 15 08:50:00 PM","WHITE STREET",,"49","WHITE STREET","2","0","0","0","0","North Cambridge"
"2017 Oct 15 11:42:00 AM",,,"219","VASSAR","2","0","0","0","0",
